Time Of Stop,Location,Belts,Personal Injury,Property Damage,Fatal,Commercial License,Commercial Vehicle,Alcohol,State,VehicleType,Make,Model,Color,Violation Type,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type
16,FIELDCREST RD @ RT124,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,FORD,TK,WHITE,Warning,Maryland Rules,No,HISPANIC,M,VIENNA,VA,VA,A - Marked Patrol
17,9300 BLK PINEY BRANCH ROAD,No,No,No,No,No,No,No,MD,02 - Automobile,NISSAN,XTERRA,GRAY,Citation,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
9,WB 3300 BLK OF DAMASCUS RD,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,NISSAN,VAN,WHITE,Citation,Transportation Article,No,HISPANIC,M,ADELPHI,MD,MD,Q - Marked Laser
0,FAIRLAND RD / BRAHMS AVE,No,No,No,No,No,No,No,MD,02 - Automobile,SCION,XD,BLACK,Warning,Transportation Article,No,BLACK,F,BURTONSVILLE,MD,MD,A - Marked Patrol
17,WATERS LANDING DR @ FATHER HURLEY BLVD,No,No,No,No,No,No,No,MD,02 - Automobile,ACUR,2S,WHITE,Citation,Transportation Article,No,HISPANIC,M,GERMANTOWN,MD,MD,A - Marked Patrol
7,14000 BLK GEORGIA AVE,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,TUNDRA,GRAY,Citation,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
7,N/B 355 @ OLD GEORGETOWN RD,No,No,No,No,No,No,No,MD,02 - Automobile,INFINITI,G37,GRAY,Citation,Transportation Article,No,WHITE,M,GARRETT PARK,MD,MD,A - Marked Patrol
3,GEORGIA AVE / KING ST,No,No,No,No,No,No,No,NJ,02 - Automobile,HYUNDAI,ELANTRA,BLACK,Warning,Transportation Article,No,HISPANIC,M,NEWARK,NJ,NJ,A - Marked Patrol
0,W/B BRIGGS CHANEY RD @ OUTLET DR,No,No,No,No,No,No,No,MD,02 - Automobile,LEXUS,GX470,GRAY,ESERO,,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol
12,RT 650 AT HOBBS DR,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,GMC,SIERRA,BLACK,Citation,Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol
16,RT 108 @ DOCTOR BIRD RD,No,No,No,No,No,No,No,MD,02 - Automobile,SATURN,VUE,WHITE,Warning,Transportation Article,No,BLACK,F,LAUREL,MD,MD,A - Marked Patrol
18,FENTON ST AND WAYNE AVE,No,No,No,No,No,No,No,VA,02 - Automobile,VOLKSWAGEN,JETTA,BLACK,Citation,Transportation Article,No,BLACK,M,SILVER SPRING,MD,CA,A - Marked Patrol
16,NB COLESVILLE RD/ GEORGIA AVE (LOT),No,No,No,No,No,No,No,MD,05 - Light Duty Truck,TOYOTA,HIGHLANDER,BLACK,Citation,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol
18,GEORGIA AVE @ DAWSON AVE,No,No,No,No,No,No,No,MD,01 - Motorcycle,TOYOTA,CAMRY,GREEN,Warning,Transportation Article,No,ASIAN,F,SILVER SPRING,MD,MD,A - Marked Patrol
21,RANDOLPH RD/PARKLAWN DR,No,No,No,No,No,No,No,MD,02 - Automobile,BMW,328I,BLACK,Warning,Transportation Article,No,WHITE,F,DERWOOD,MD,MD,A - Marked Patrol
18,PINEY BRANCH RD/ARLISS ST,No,No,No,No,No,No,No,MD,02 - Automobile,MITS,GALANT,GREEN,Warning,Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,M - Marked (Off-Duty)
0,CONNECTICUT AVE @ JONES BRIDGE RD,No,No,No,No,No,No,No,MD,02 - Automobile,CHEV,4S,BLUE,ESERO,,No,BLACK,M,BELTSVILLE,MD,MD,A - Marked Patrol
12,RANDOLPH / COLIE,No,No,No,No,No,No,No,PA,02 - Automobile,LEXUS,CT200H,BLACK,Warning,Transportation Article,No,WHITE,F,DERWOOD,MD,PA,A - Marked Patrol
1,BEL PRE RD @ NORBECK RD,No,No,No,No,No,No,No,DC,02 - Automobile,HONDA,ODYSSEY,BLUE,Warning,Transportation Article,No,HISPANIC,F,NW,DC,DC,A - Marked Patrol
21,GERMANTOWN RD @ DAWSON FARM RD,No,No,No,No,No,No,No,MD,02 - Automobile,GMC,YUKON,GOLD,Warning,Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol
11,ROCKVILLE PIK / TALBOTT ST,Yes,No,No,No,No,No,No,MD,02 - Automobile,ACURA,RDX,GRAY,Citation,Transportation Article,No,ASIAN,F,ROCKVILLE,MD,MD,A - Marked Patrol
14,ARTIC AVE @ BAUER DR,No,No,No,No,No,No,No,MD,02 - Automobile,AUDI,4S,RED,Citation,Transportation Article,No,WHITE,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol
20,BRADLEY BLVD @ ARLINGTON RD,No,No,No,No,No,No,No,NY,02 - Automobile,NISSAN,ALTIMA,SILVER,Warning,Transportation Article,No,WHITE,M,BREWERTON,NY,NY,A - Marked Patrol
1,S/B 270 SPLIT,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,CRV,BLACK,Citation,Transportation Article,No,ASIAN,M,BOYDS,MD,MD,A - Marked Patrol
19,AIRCRAFT DR @ EXIT OF SC BY 118,No,No,No,No,No,No,No,MD,02 - Automobile,KIA,SOUL 4D,BLACK,Warning,Transportation Article,No,WHITE,F,CLARKSBURG,MD,MD,A - Marked Patrol
1,E GUDE DRIVE/SOUTHLAWN LANE,No,No,No,No,No,No,No,NY,02 - Automobile,KIA,OPTIMA,RED,Citation,Transportation Article,No,HISPANIC,F,RIDGEWOOD,NY,XX,A - Marked Patrol
13,CONNECTICUT / GREENLY ST,No,No,No,No,No,No,No,DC,02 - Automobile,TOYOTA,SIENNA,GRAY,Warning,Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol
15,11600 RIVER ROAD,No,No,No,No,No,No,No,MD,02 - Automobile,LEXUS,4S/LS480,BLACK,Warning,Transportation Article,No,ASIAN,F,POTOMAC,MD,MD,A - Marked Patrol
0,RIDGE ROAD @ OBSERVATION DRIVE,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,SUV,"BLUE, DARK",Warning,Transportation Article,No,WHITE,F,GERMANTOWN,MD,MD,A - Marked Patrol
23,DARNESTOWN RD AT MAIN ST,No,No,No,No,No,No,No,MD,02 - Automobile,HOND,CIVIC,GRAY,Warning,Transportation Article,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol
10,S/B GA AVE @ GLENALLEN AVE,No,No,No,No,No,No,No,DE,02 - Automobile,KIA,4D,SILVER,Citation,Transportation Article,No,BLACK,M,FLOSSMOOR,IL,IL,Q - Marked Laser
17,BROADBIRCH DR / PLUM ORCHARD DR,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,CAMRY,GREEN,Warning,Transportation Article,No,BLACK,M,BELTSVILLE,MD,MD,A - Marked Patrol
3,CONNECTICUT AND SAUL,No,No,No,No,No,No,No,MD,02 - Automobile,DODGE,CHARGER,BLUE,Warning,Transportation Article,No,BLACK,M,WASHINGTON,DC,MD,A - Marked Patrol
18,UNIVERSITY BLVD W/GEORGIA AVE,No,No,No,No,No,No,No,MD,02 - Automobile,NISSAN,VERSA,"BLUE, LIGHT",Warning,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
17,MANORVALE RD @ RUSSETT RD,No,No,No,No,No,No,No,MD,02 - Automobile,BMW,740I,BLACK,Citation,Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol
1,MONTGOMERY VILLAGE AVE/ 355,No,No,No,No,No,No,No,MD,02 - Automobile,NISSAN,ARMADA,SILVER,Citation,Transportation Article,No,HISPANIC,F,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol
23,UNIVERSITY BLVD/E FRANKLIN AVE,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,MATRIX,SILVER,Warning,Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol
22,NB I270 AT MD124,No,No,No,No,No,No,No,MD,02 - Automobile,JEEP,TK,BLACK,Citation,Transportation Article,No,BLACK,M,WESTERNPORT,MD,MD,A - Marked Patrol
2,MIDCOUNTY HWY @ GOSHEN RD,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,CAMRY,BLACK,Citation,Transportation Article,No,WHITE,M,DERWOOD,MD,MD,A - Marked Patrol
9,GEORGIA AVE @ CAMERON ST.,No,No,No,No,No,No,No,DC,02 - Automobile,PORSCHE,2S,SILVER,Warning,Transportation Article,No,BLACK,M,WASHI NGTON,DC,DC,A - Marked Patrol
19,COLESVILLE RD/ DALE DR,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,4D,GRAY,Citation,Transportation Article,No,OTHER,F,SILVER SPRING,MD,MD,A - Marked Patrol
8,MUNCASTER MILL RD RIGHT ONTO WB SYCAMORE,No,No,No,No,No,No,No,MD,03 - Station Wagon,JEEP,CHEROKEE,BLACK,Warning,Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,L - Motorcycle
21,LOCKWOOD DR AT APRIL LN,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,EXP,GREEN,Citation,Transportation Article,No,BLACK,M,RIVERDALE,MD,MD,S - License Plate Recognition
1,2603 SPENCER RD,No,No,No,No,No,No,No,MD,02 - Automobile,LEXS,ES300,GOLD,Citation,Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol
8,CONE LA @ DODSON LA,No,No,No,No,No,No,No,MD,02 - Automobile,HOND,2S,GRAY,Warning,Transportation Article,No,ASIAN,M,SILVER SPRING,MD,MD,A - Marked Patrol
14,SB 270 @ NIST,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,GRAY,Warning,Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol
4,AMHURST AVE @ UNIVERSITY BLVD,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,SILVER,Warning,Transportation Article,No,NATIVE AMERICAN,M,SILVER SPRING,MD,MD,A - Marked Patrol
13,RT 193 E @ RT 320,No,No,Yes,No,No,No,No,MD,02 - Automobile,FORD,E250,BROWN,Citation,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
22,1022 ROCKVILLE PIKE,No,No,No,No,No,No,No,MD,02 - Automobile,SUBARU,CROSSTRECK,BLACK,Citation,Transportation Article,No,WHITE,M,MOUNT AIRY,MD,MD,A - Marked Patrol
22,VEIRS MILL AT BROADWOOD DR,No,No,No,No,No,No,No,LA,05 - Light Duty Truck,CHEVROLET,SILVERADO,GRAY,Citation,Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,B - Unmarked Patrol
9,PRELUDE DR AND 29,No,No,No,No,No,No,No,MD,02 - Automobile,BMW,4S,SILVER,Citation,Transportation Article,No,BLACK,M,COLUMBIA,MD,MD,A - Marked Patrol
23,GEORGIA AVE / COLESVILLE RD,No,No,No,No,No,No,No,MD,02 - Automobile,SUBARU,IMPREZA,SILVER,Warning,Transportation Article,No,WHITE,F,BRUNSWICK,MD,MD,A - Marked Patrol
17,118@ MERCEDES BENZ DEALERSHIP,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,E250,WHITE,ESERO,,No,BLACK,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol
16,SHAW AVE/ FALMOUTH DR,No,No,No,No,No,No,No,MD,28 - Other,DODG,VN,MAROON,Warning,Transportation Article,No,WHITE,M,NEW MARKET,MD,MD,B - Unmarked Patrol
17,GALT AVE/FENIMORE RD,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,CAMRY,GRAY,Warning,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
1,MONTROSE PKWY/E JEFFERSON ST,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,HIGHLANDER,WHITE,Warning,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
0,UNIVERSITY/GEORGIA,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,TUNDRA,TAN,Warning,Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol
21,CHERRY HILL ROAD AY BROADBIRCH ROAD,No,No,No,No,No,No,No,MD,02 - Automobile,INFI,2S,SILVER,Warning,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol
1,GEORGIA AVE /495,No,No,No,No,No,No,No,MD,02 - Automobile,CHEV,HHC,SILVER,Warning,Transportation Article,No,BLACK,F,UPPER MARBRO,MD,MD,A - Marked Patrol
15,MIDCOUNTY HWY @ HIDDEN FOREST DR,No,No,No,No,No,No,No,MD,02 - Automobile,HYUN,4S,WHITE,Warning,Transportation Article,No,ASIAN,M,BOYDS,MD,MD,Q - Marked Laser
18,RIVER RD/LITTLE FALLS PKWY,No,No,No,No,No,No,No,CA,03 - Station Wagon,SUBARU,OUTBACK,"GREEN, LGT",Warning,Transportation Article,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol
23,SB GEORGIA AVE / CHERRY VALLEY DRIVE,No,No,No,No,No,No,No,MD,02 - Automobile,LEXUS,4D,BLACK,Warning,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
11,URBANA DR / GEORGIA AVE,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,4S,TAN,Warning,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,O - Foot Patrol
4,S/B COLUMBIA PIKE @ SANDY SPRING ROAD,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,PRIUS,GRAY,Warning,Transportation Article,No,ASIAN,F,OLNEY,MD,MD,E - Marked Stationary Radar
14,S/B CONNECTICUT AVE @ DEAN RD,No,No,No,No,No,No,No,MD,02 - Automobile,VOLK,4S,WHITE,Warning,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,Q - Marked Laser
18,MIDDLEBROOK @ OBSERVATION,No,No,No,No,No,No,No,MD,02 - Automobile,HOND,4S,SILVER,Citation,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
10,OXFORD DR @ UNIVERSITY AVE,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,TK,WHITE,Warning,Transportation Article,No,WHITE,F,CHEVY CHASE,MD,MD,A - Marked Patrol
22,MIDDLEBROOK RD @ 118,No,No,No,No,No,No,No,MD,02 - Automobile,NISSAN,ALTIMA,BLUE,Warning,Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol
8,GEORGIA AVE AND 16TH ST,No,No,No,No,No,No,No,MD,02 - Automobile,ACURA,RSX,SILVER,Citation,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol
16,MUDDY BRANCH RD @ SUFFIELD DR,No,No,No,No,No,No,No,MD,02 - Automobile,RANGE ROVER,SUV,BLACK,Citation,Transportation Article,No,WHITE,F,NORTH POTOMAC,MD,MD,A - Marked Patrol
21,SB GEORGIA AVE/OLANWOOD DRIVE,No,No,No,No,No,No,No,MD,02 - Automobile,INFINITI,G35,GRAY,Citation,Transportation Article,No,HISPANIC,M,OLNEY,MD,MD,A - Marked Patrol
12,CEDAR LN @ MD 355,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,CHEVY,SILVERADO,WHITE,Warning,Maryland Rules,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol
9,16600BLK CRABBS BRANCH WAY,No,No,No,No,No,No,No,MD,02 - Automobile,NISSAN,4S,SILVER,Citation,Transportation Article,No,WHITE,F,DERWOOD,MD,MD,Q - Marked Laser
22,GOSHAN RD @ FRAMINGHAM DR,No,No,No,No,No,No,No,MD,02 - Automobile,NISSAN,ALTIMA,WHITE,Citation,Transportation Article,No,HISPANIC,F,GERMANTOWN,MD,MD,A - Marked Patrol
15,GEORGIA AVE (N/B) / ARCOLA AVE,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,COROLLA 4S,TAN,Warning,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
10,DIAMONDBACK DR/SAM EIG HWY,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,ACCORD,BEIGE,Warning,Transportation Article,No,OTHER,M,GAITHERSBURG,MD,MD,A - Marked Patrol
12,W. DIAMOND AVE / WATER ST,No,No,No,No,No,No,No,MD,02 - Automobile,CHRYSLER,4S,BLACK,Warning,Transportation Article,No,BLACK,M,FREDERICK,MD,MD,A - Marked Patrol
10,109/ COMUS,No,No,No,No,No,No,No,MD,02 - Automobile,MERZ,CONV,WHITE,Warning,Transportation Article,No,WHITE,F,BOYDS,MD,MD,Q - Marked Laser
0,SB NEW HAMPSHIRE AVE @ RANDOLPH RD,No,No,No,No,No,No,No,MD,02 - Automobile,NISSAN,SENTRA 4D,RED,Warning,Transportation Article,No,WHITE,M,SPENCERVILLE,MD,MD,A - Marked Patrol
10,W/B IS 370 @ IS 270,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,COROLLA,GRAY,Warning,Transportation Article,No,OTHER,M,BURTONSVILLE,MD,MD,Q - Marked Laser
11,8506 FENTON ST,No,No,No,No,No,No,No,DC,02 - Automobile,CHEVROLET,MALIBU,BLACK,Warning,Transportation Article,No,BLACK,F,SILVER SPRING,MD,DC,A - Marked Patrol
0,WAYNE AVE / DALE DR,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,F150,WHITE,Citation,Transportation Article,No,BLACK,M,LAUREL,MD,MD,A - Marked Patrol
4,GREAT SENECA HWY / MUDDY BRANCH RD,No,No,No,No,No,No,No,MD,06 - Heavy Duty Truck,GMC,TK,WHITE,Warning,Maryland Rules,No,WHITE,M,WILLIAMSPORT,PA,PA,A - Marked Patrol
0,ROCKVILLE PIKE @ WILSON,No,No,No,No,No,No,No,MD,02 - Automobile,SCION,TC,WHITE,Warning,Transportation Article,No,ASIAN,F,ROCKVILLE,MD,MD,A - Marked Patrol
21,PINEY BRANCH RD @ SLIGO CREEK PKWY,No,No,No,No,No,No,No,DC,02 - Automobile,SATURN,4DR,GREEN,Citation,Transportation Article,No,WHITE,M,WASHINGTON,DC,DC,A - Marked Patrol
15,UNIVERSITY BLVD EAST / MERRIMAC DR,No,No,No,No,No,No,No,MD,02 - Automobile,HOND,ODYSSEY,SILVER,Warning,Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol
17,EB RT 118 AND MIDDLEBROOK RD,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,TK,"BLUE, DARK",Citation,Transportation Article,No,WHITE,F,BOYDS,MD,MD,A - Marked Patrol
17,ASPEN HILL RD @ FRANKFORT DR,No,No,No,No,No,No,No,MD,02 - Automobile,BMW,5-SERIES,SILVER,Warning,Transportation Article,No,BLACK,F,CHARLOTTE,NC,NC,A - Marked Patrol
8,495 BEFORE GEORGIA AVE,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,ACCORD,GRAY,Citation,Transportation Article,No,ASIAN,M,GAITHERSBURG,MD,MD,A - Marked Patrol
16,SB COLUMBIA PIKE AT OAKLEAF DRIVE,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,HIGHLANDER,BLACK,Citation,Transportation Article,No,BLACK,F,RIVERDALE,MD,MD,A - Marked Patrol
21,10 E. DEER PARK ROAD,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,EXPEDITION,BLACK,Warning,Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol
17,LAKEFOREST BLVD/355,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,CAMRY,TAN,Warning,Maryland Rules,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol
1,POSTGATE TER / GEORGIA AVE,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,CELICA,SILVER,Citation,Transportation Article,No,HISPANIC,M,ROCKFORD,IL,IL,A - Marked Patrol
20,VEIRS MILL RD / BROADWOOD DRIVE,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,4S,SILVER,Citation,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol
22,28 @ SHADY GROVE RD,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,CAMRY 4D,BLUE,Warning,Transportation Article,No,ASIAN,M,GAITHERSBURG,MD,MD,A - Marked Patrol
18,270 RAMP FROM N/B OLD GEORGE,No,No,No,No,No,No,No,MD,02 - Automobile,LEXUS,ES350,BLUE,Warning,Transportation Article,No,ASIAN,F,FREDERICK,MD,MD,A - Marked Patrol
8,RIDGE RD / BETHESDA CHURCH,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,FORD,TK,MAROON,ESERO,,No,HISPANIC,M,RIVERDALE,MD,MD,A - Marked Patrol
12,URBANA DR / GEORGIA AVE,No,No,No,No,No,No,No,VA,02 - Automobile,CHEVY,4S,GRAY,Citation,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,O - Foot Patrol
2,OLD GEORGETOWN RD AT LUCAS LN,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,BLUE,Citation,Transportation Article,No,OTHER,M,CLARKSBURG,MD,MD,A - Marked Patrol
16,2ND AVE @ LUZERNE AVE,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,4S,TAN,Citation,Transportation Article,No,ASIAN,M,ROCKVILLE,MD,MD,A - Marked Patrol
1,FATHER HURLEY BLVD AND OBSERVATION DR,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,FIT,WHITE,Warning,Transportation Article,No,ASIAN,M,GAITHERSBURG,MD,MD,A - Marked Patrol
16,FATHER HURLEY BLVD AND IS270 INTERSECTIO,No,Yes,No,No,No,No,No,MD,02 - Automobile,CHEVY,CAVILIER,SILVER,Citation,Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol
13,BLUERIDGE AVE @ WHEATON HILLS DR,No,No,No,No,No,No,No,VA,02 - Automobile,TOYOTA,COROLLA,BLACK,Warning,Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol
10,1370/EXIT WEST BOUND,No,No,No,No,No,No,No,MD,02 - Automobile,ACURA,TSX,MAROON,Citation,Transportation Article,No,HISPANIC,F,BURTONSVILLE,MD,MD,B - Unmarked Patrol
11,LELAND ST/OAKRIDGE AVE,No,No,No,No,No,No,No,MD,02 - Automobile,VW,PASSAT,GRAY,Warning,Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol
16,2 UNIVERSITY BLVD WEST,No,No,No,No,No,No,No,VA,02 - Automobile,ACURA,4 DOOR,GRAY,Citation,Transportation Article,No,BLACK,M,HYATTSVILLE,MD,MD,A - Marked Patrol
14,NB GARDINER AVE @ DEXTER AVE,No,No,No,No,No,No,No,MD,02 - Automobile,MAZD,4S MAZDA 3,N/A,Citation,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
10,IS 370 @ IS 270,Yes,No,No,No,No,No,No,MD,28 - Other,BMW,X1,WHITE,Warning,Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,Q - Marked Laser
11,CONNECTICUT AVE/PLYERS MILL RD,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,COROLLA,SILVER,Citation,Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol
22,ST ELMO AVE @ WOODMONT AVE,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,FORD,PICKUP,RED,Warning,Transportation Article,No,WHITE,M,CLARKSBURG,MD,MD,A - Marked Patrol
16,FOREST GLEN ROAD AT GEORGIA AVE,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,CRV,RED,Citation,Transportation Article,No,NATIVE AMERICAN,F,SILVER SPRING,MD,MD,A - Marked Patrol
0,MVA / RUSSELL AVE,No,No,No,No,No,No,No,MD,02 - Automobile,INFINITI,G37,SILVER,Warning,Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol
15,BRADLEY BLVD / WISCONSIN AVE,No,No,No,No,No,No,No,MD,02 - Automobile,CHRYSLER,SEBRING,"GREEN, DK",Citation,Transportation Article,No,HISPANIC,F,CHEVY CHASE,MD,MD,A - Marked Patrol
16,BEL PRE RD/ LAYHILL RD,No,No,No,No,No,No,No,MD,02 - Automobile,MERC,VUE,WHITE,Warning,Transportation Article,No,WHITE,M,HARPERS FERRY,WV,WV,A - Marked Patrol
23,GOSHEN RD / CENTERWAY RD,No,No,No,No,No,No,No,MD,02 - Automobile,NISS,SENTRA,WHITE,Warning,Transportation Article,No,BLACK,F,DAMASCUS,MD,MD,A - Marked Patrol
19,CLOPPER RD / GREAT SENECA HWY,No,No,No,No,No,No,No,WV,02 - Automobile,VOLK,PASSAT 4S,GOLD,Warning,Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol
10,8507 PINEY BRANCH RD,No,No,No,No,No,No,No,MD,02 - Automobile,HOND,4S,SILVER,ESERO,,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
1,FALLS RD/ RIVER RD,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,CR-V,BLACK,Warning,Transportation Article,No,BLACK,M,POTOMAC,MD,MD,A - Marked Patrol
17,OLD GEORGETOWN RD @  GREENTREE,No,No,No,No,No,No,No,MD,02 - Automobile,MITS,ECLIPSE,ORANGE,Citation,Transportation Article,No,WHITE,F,BETHESDA,MD,MD,A - Marked Patrol
2,GREAT SENECA HWY / LONG DRAFT RD,No,No,No,No,No,No,Yes,MD,02 - Automobile,KIA,OPTIMA,RED,Citation,Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol
17,GEORGIA AVE/WINDHAM LN,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,4RUNNER,SILVER,Warning,Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol
23,W. MONTGOMERY AVENUE / W. GUDE DRIVE,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,CAMRY,SILVER,Warning,Transportation Article,No,WHITE,M,WHEATON,MD,MD,A - Marked Patrol
9,WB 370 RAMP/WASHINGTONIAN BLVD,No,No,No,No,No,No,No,VA,02 - Automobile,HYUNDAI,SANTA FE,SILVER,Citation,Transportation Article,No,WHITE,M,ASHBURN,VA,VA,A - Marked Patrol
19,RT. 355 @ GAME PRESERVE,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,CAMRY,WHITE,ESERO,,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol
3,TUCKERMAN LANE AT ROCKVILLE PIKE,No,No,No,No,No,No,No,MD,02 - Automobile,BMW,335I,BLACK,Citation,Transportation Article,No,BLACK,M,BETHESDA,MD,MD,A - Marked Patrol
0,UNIVERSITY BLVD W/VEIRS MILL RD,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,DODGE,DURANGO,BLACK,Warning,Transportation Article,No,HISPANIC,M,GERMANTOWN,MD,MD,A - Marked Patrol
20,PINEY BRANCH RD @ CARROLL AVE,No,No,No,No,No,No,No,MD,02 - Automobile,CHEVY,EXPRESS,WHITE,Citation,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
22,370E/B @ 355,No,No,No,No,No,No,No,MD,02 - Automobile,KIA,SPORTAGE,RED,Citation,Transportation Article,No,WHITE,F,DERWOOD,MD,MD,A - Marked Patrol
